id,y_2011,y_2012,y_2013,y_2014,y_2015,y_2016,y_2017,y_2018,y_2019,y_2020,y_2021,y_2022,y_2023
19,8.38,8.38,8.38,8.38,8.38,8.38,8.38,8.38,8.38,8.38,8.38,8.38024,8.38024
20,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,3.99,4.00661,4.00661
21,9.12,9.12,9.12,9.12,9.12,9.12,9.12,9.12,9.12,9.12,9.12,9.12321,9.12321
22,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.13891,3.13891
23,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81161,2.81161
24,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.80077,1.80077
25,6.53,6.53,6.53,6.53,6.53,6.53,6.53,6.53,6.53,6.53,6.53,6.53014,6.53014
26,11.28,11.28,11.28,11.28,11.29,11.29,11.29,11.29,11.29,11.29,11.29,11.3198,11.3198
27,3.21,3.21,3.21,3.21,3.21,3.21,3.21,3.21,3.21,3.21,3.21,3.2082100000000002,3.2082100000000002
28,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.9403299999999999,1.9403299999999999
29,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08301,4.08301
30,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.7716,4.7716
31,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.84707,3.84707
32,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.868331,0.868331
33,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.58166,2.58166
34,9.28,9.28,9.28,9.28,9.28,9.28,9.28,9.28,9.28,9.28,9.28,9.28223,9.28223
35,22.79,22.79,22.79,22.79,22.79,22.79,22.79,22.79,22.79,22.79,22.79,22.7954,22.7954
36,5.94,5.94,5.94,5.94,5.94,5.94,5.94,5.94,5.94,5.94,5.94,5.936420000000001,5.936420000000001
37,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43219,2.43219
38,18.87,18.87,18.87,18.87,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.735699999999998,18.735699999999998
39,6.69,6.69,6.69,6.69,6.69,6.69,6.69,6.69,6.69,6.69,6.69,6.68805,6.68805
40,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.47875,3.47875
41,3.13,3.13,3.13,3.13,3.13,3.13,3.13,3.13,3.13,3.13,3.13,3.1314800000000003,3.1314800000000003
42,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52271,3.52271
43,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58088,3.58088
44,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23145,2.23145
45,9.52,9.52,9.52,9.52,9.65,9.65,9.65,9.65,9.65,9.65,9.65,9.65808,9.65808
46,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.83175,2.83175
47,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39453,1.39453
48,18.96,18.96,18.96,18.96,18.96,18.96,18.96,18.96,18.96,18.96,18.96,18.9665,18.9665
49,12.04,12.04,12.04,12.04,12.04,12.04,12.04,12.04,12.04,12.04,12.04,12.0396,12.0396
50,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.68,2.6768400000000003,2.6768400000000003
51,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.82,2.81892,2.81892
52,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01447,5.01447
53,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.3688400000000005,4.3688400000000005
54,8.33,8.33,8.33,8.33,8.34,8.34,8.34,8.34,8.34,8.34,8.34,8.33696,8.33696
55,5.53,5.53,5.53,5.53,5.53,5.53,5.53,5.53,5.53,5.53,5.53,5.52602,5.52602
56,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.9344400000000004,2.9344400000000004
57,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.6768,1.6768
58,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.18503,2.18503
59,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.4452999999999996,3.4452999999999996
60,8.01,8.01,8.01,8.01,8.01,8.01,8.01,8.01,8.01,8.01,8.01,7.9764,7.9764
61,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01,3.01206,3.01206
62,2.91,2.91,2.91,2.91,2.91,2.91,2.91,2.91,2.91,2.91,2.91,2.8761799999999997,2.8761799999999997
64,3.82,3.82,3.82,3.82,3.82,3.82,3.82,3.82,3.82,3.82,3.82,3.91338,3.91338
65,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.61,3.6020499999999998,3.6020499999999998
66,3.65,3.65,3.65,3.65,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.7084699999999997,3.7084699999999997
67,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.995751,0.995751
68,12.69,12.69,12.69,12.69,12.65,12.65,12.65,12.65,12.65,12.65,12.65,12.645299999999999,12.645299999999999
69,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.7958600000000002,3.7958600000000002
70,2.96,2.96,2.96,2.96,2.96,2.96,2.96,2.96,2.96,2.96,2.96,2.95737,2.95737
71,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.54981,3.54981
72,11.63,11.63,11.63,11.63,11.64,11.64,11.64,11.64,11.64,11.64,11.64,11.7304,11.7304
73,40.79,40.79,40.79,40.79,40.78,40.78,40.78,40.78,40.78,40.78,40.78,40.7846,40.7846
74,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.00104,2.00104
75,3.39,3.39,3.39,3.39,3.43,3.43,3.43,3.43,3.43,3.43,3.43,3.37188,3.37188
76,12.96,12.96,12.96,12.96,12.99,12.99,12.99,12.99,12.99,12.99,12.99,12.994100000000001,12.994100000000001
77,10.26,10.26,10.26,10.26,10.23,10.23,10.23,10.23,10.23,10.23,10.23,10.23,10.23
78,6.3,6.3,6.3,6.3,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34305,6.34305
79,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73137,0.73137
80,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.87456,6.87456
81,1.93,1.93,1.93,1.93,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.90514,1.90514
82,3.8,3.8,3.8,3.8,3.74,3.74,3.74,3.74,3.74,3.74,3.74,3.7447000000000004,3.7447000000000004
83,23.99,23.99,23.99,23.99,23.99,23.99,23.99,23.99,23.99,23.99,23.99,23.9892,23.9892
84,24.85,24.85,24.85,24.85,24.82,24.82,24.82,24.82,24.82,24.82,24.82,24.8254,24.8254
85,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.75565,2.75565
86,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.990673,0.990673
87,1.96,1.96,1.96,1.96,1.96,1.96,1.96,1.96,1.96,1.96,1.96,1.95841,1.95841
88,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.29589,4.29589
89,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.37678,2.37678
90,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.49838,2.49838
91,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.8256,2.8256
92,2.7,2.7,2.7,2.7,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72115,2.72115
93,5.86,5.86,5.86,5.86,5.86,5.86,5.86,5.86,5.86,5.86,5.86,5.86121,5.86121
94,6.56,6.56,6.56,6.56,6.56,6.56,6.56,6.56,6.56,6.56,6.56,6.56097,6.56097
95,4.44,4.44,4.44,4.44,4.42,4.42,4.42,4.42,4.42,4.42,4.42,4.41936,4.41936
96,7.23,7.23,7.23,7.23,7.19,7.19,7.19,7.19,7.19,7.19,7.19,7.189170000000001,7.189170000000001
97,5.44,5.44,5.44,5.44,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.48783,5.48783
98,16.02,16.02,16.02,16.02,16.02,16.02,16.02,16.02,16.02,16.02,16.02,16.0256,16.0256
99,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.9686399999999997,3.9686399999999997
100,7.19,7.19,7.19,7.19,7.19,7.19,7.19,7.19,7.19,7.19,7.19,7.1854499999999994,7.1854499999999994
101,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26462,1.26462
102,1.97,1.97,1.97,1.97,1.97,1.97,1.97,1.97,1.97,1.97,1.97,1.97027,1.97027
103,1.36,1.36,1.36,1.36,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.3439500000000002,1.3439500000000002
105,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.21557,2.21557
106,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.51847,1.51847
107,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6011099999999998,1.6011099999999998
108,5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.72002,5.72002
109,12.41,12.41,12.41,12.41,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.462200000000001,12.462200000000001
110,13.93,13.93,13.93,13.93,13.93,13.93,13.93,13.93,13.93,13.93,13.93,13.9298,13.9298
111,7.64,7.64,7.64,7.64,7.52,7.52,7.52,7.52,7.52,7.52,7.52,7.52405,7.52405
112,16.29,16.29,16.29,16.29,16.36,16.36,16.36,16.36,16.36,16.36,16.36,16.3615,16.3615
113,13.35,13.35,13.35,13.35,13.38,13.38,13.38,13.38,13.38,13.38,13.38,13.3812,13.3812
114,6.55,6.55,6.55,6.55,6.58,6.58,6.58,6.58,6.58,6.58,6.58,6.577000000000001,6.577000000000001
115,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.24972,7.24972
116,36.59,36.59,36.59,36.59,36.59,36.59,36.59,36.59,36.59,36.59,36.59,36.5835,36.5835
117,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.92619,9.92619
118,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.19774,3.19774
119,10.18,10.18,10.18,10.18,10.18,10.18,10.18,10.18,10.18,10.18,10.18,10.1821,10.1821
120,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.8275900000000003,3.8275900000000003
121,4.62,4.62,4.62,4.62,4.63,4.63,4.63,4.63,4.63,4.63,4.63,5.3606,5.3606
122,38.04,38.04,38.04,38.04,38.15,38.15,38.15,38.15,38.15,38.15,38.15,38.142399999999995,38.142399999999995
123,12.13,12.13,12.13,12.13,12.13,12.13,12.13,12.13,12.13,12.13,12.13,12.125599999999999,12.125599999999999
124,7.08,7.08,7.08,7.08,7.08,7.08,7.08,7.08,7.08,7.08,7.08,7.076090000000001,7.076090000000001
125,10.2,10.2,10.2,10.2,10.19,10.19,10.19,10.19,10.19,10.19,10.19,10.1911,10.1911
126,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.4093799999999999,1.4093799999999999
127,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.48681,4.48681
128,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.69,2.68773,2.68773
129,4.85,4.85,4.85,4.85,4.85,4.85,4.85,4.85,4.85,4.85,4.85,4.85183,4.85183
130,36.17,36.17,36.17,36.17,36.18,36.18,36.18,36.18,36.18,36.18,36.18,36.2136,36.2136
131,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7030399999999997,2.7030399999999997
132,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.8866100000000001,1.8866100000000001
133,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.5858,1.5858
134,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.1558199999999998,1.1558199999999998
135,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41238,1.41238
136,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.8918,6.8918
137,7.29,7.29,7.29,7.29,7.01,7.01,7.01,7.01,7.01,7.01,7.01,7.0215,7.0215
138,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.08542,5.08542
139,6.37,6.37,6.37,6.37,6.38,6.38,6.38,6.38,6.38,6.38,6.38,6.40544,6.40544
140,10.45,10.45,10.45,10.45,10.45,10.45,10.45,10.45,10.45,10.45,10.45,10.4527,10.4527
141,6.81,6.81,6.81,6.81,6.79,6.79,6.79,6.79,6.79,6.79,6.79,6.784009999999999,6.784009999999999
142,4.42,4.42,4.42,4.42,4.42,4.42,4.42,4.42,4.42,4.42,4.42,4.418690000000001,4.418690000000001
143,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.92846,2.92846
144,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.45568,2.45568
145,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.19143,5.19143
146,4.34,4.34,4.34,4.34,4.34,4.34,4.34,4.34,4.34,4.34,4.34,4.35238,4.35238
147,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55396,4.55396
148,5.97,5.97,5.97,5.97,5.97,5.97,5.97,5.97,5.97,5.97,5.97,5.971900000000001,5.971900000000001
149,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76317,2.76317
150,5.58,5.58,5.58,5.58,5.58,5.58,5.58,5.58,5.58,5.58,5.58,5.58138,5.58138
151,5.35,5.35,5.35,5.35,5.35,5.35,5.35,5.35,5.35,5.35,5.35,5.35108,5.35108
152,5.91,5.91,5.91,5.91,5.94,5.94,5.94,5.94,5.94,5.94,5.94,5.951219999999999,5.951219999999999
153,8.13,8.13,8.13,8.13,8.13,8.13,8.13,8.13,8.13,8.13,8.13,8.153830000000001,8.153830000000001
154,7.31,7.31,7.31,7.31,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.29995,7.29995
155,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.478,12.478
156,11.17,11.17,11.17,11.17,11.17,11.17,11.17,11.17,11.17,11.17,11.17,11.1679,11.1679
157,5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.717949999999999,5.717949999999999
158,12.21,12.21,12.21,12.21,12.31,12.31,12.31,12.31,12.31,12.31,12.31,12.3105,12.3105
159,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.8853,4.8853
160,7.76,7.76,7.76,7.76,7.76,7.76,7.76,7.76,7.76,7.76,7.76,7.762709999999999,7.762709999999999
161,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94257,2.94257
162,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.6805700000000003,3.6805700000000003
163,1.74,1.74,1.74,1.74,1.74,1.74,1.74,1.74,1.74,1.74,1.74,1.74116,1.74116
164,6.42,6.42,6.42,6.42,6.42,6.42,6.42,6.42,6.42,6.42,6.42,6.420839999999999,6.420839999999999
165,1.81,1.81,1.81,1.81,1.81,1.81,1.81,1.81,1.81,1.81,1.81,1.8061600000000002,1.8061600000000002
166,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51368,1.51368
167,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.8390700000000002,1.8390700000000002
168,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28316,2.28316
169,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.42809,2.42809
170,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.7544,4.7544
171,2.86,2.86,2.86,2.86,2.86,2.86,2.86,2.86,2.86,2.86,2.86,2.86648,2.86648
172,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42225,9.42225
173,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.79507,3.79507
174,31.79,31.79,31.79,31.79,31.78,31.78,31.78,31.78,31.78,31.78,31.78,31.7798,31.7798
175,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.213049999999999,5.213049999999999
176,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.6874400000000005,4.6874400000000005
177,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07065,5.07065
178,20.22,20.22,20.22,20.22,20.25,20.25,20.25,20.25,20.25,20.25,20.25,20.2472,20.2472
179,5.02,5.02,5.02,5.02,5.02,5.02,5.02,5.02,5.02,5.02,5.02,5.01788,5.01788
180,2.99,2.99,2.99,2.99,2.99,2.99,2.99,2.99,2.99,2.99,2.99,2.9941000000000004,2.9941000000000004
181,10.21,10.21,10.21,10.21,10.21,10.21,10.21,10.21,10.21,10.21,10.21,10.1968,10.1968
182,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.17911,2.17911
183,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.2311199999999998,2.2311199999999998
184,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.33929,2.33929
185,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.3052199999999998,1.3052199999999998
186,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.3529,6.3529
187,1.57,1.57,1.57,1.57,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.5793199999999998,1.5793199999999998
188,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.6313299999999997,3.6313299999999997
189,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.8830979999999999,0.8830979999999999
190,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.6507000000000005,6.6507000000000005
191,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.22056,4.22056
192,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.898699999999998,13.898699999999998
193,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05106,3.05106
194,7.36,7.36,7.36,7.36,7.36,7.36,7.36,7.36,7.36,7.36,7.36,7.36443,7.36443
195,11.17,11.17,11.17,11.17,10.87,10.87,10.87,10.87,10.87,10.87,10.87,10.8589,10.8589
196,9.65,9.65,9.65,9.65,9.65,9.65,9.65,9.65,9.65,9.65,9.65,9.66203,9.66203
197,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.17762,3.17762
198,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.1948000000000003,3.1948000000000003
199,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.83718,3.83718
200,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.897726,0.897726
201,8.19,8.19,8.19,8.19,8.23,8.23,8.23,8.23,8.23,8.23,8.23,8.22632,8.22632
202,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.555,2.555
203,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.20909,5.20909
204,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.52231,2.52231
205,3.53,3.53,3.53,3.53,3.53,3.53,3.53,3.53,3.53,3.53,3.53,3.53192,3.53192
206,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.3649,1.3649
207,5.08,5.08,5.08,5.08,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.038,5.038
208,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12385,5.12385
209,8.38,8.38,8.38,8.38,8.38,8.38,8.38,8.38,8.38,8.38,8.38,8.36019,8.36019
210,1.74,1.74,1.74,1.74,1.74,1.74,1.74,1.74,1.74,1.74,1.74,1.73505,1.73505
211,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51406,5.51406
212,5.34,5.34,5.34,5.34,5.34,5.34,5.34,5.34,5.34,5.34,5.34,5.34025,5.34025
213,3.23,3.23,3.23,3.23,3.23,3.23,3.23,3.23,3.23,3.23,3.23,3.23116,3.23116
215,3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.0156,3.0156
216,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06008,2.06008
217,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.17919,4.17919
218,5.14,5.14,5.14,5.14,5.14,5.14,5.14,5.14,5.14,5.14,5.14,5.1392999999999995,5.1392999999999995
219,11.22,11.22,11.22,11.22,11.22,11.22,11.22,11.22,11.22,11.22,11.22,11.1828,11.1828
220,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.29782,4.29782
221,4.23,4.23,4.23,4.23,4.23,4.23,4.23,4.23,4.23,4.23,4.23,4.19084,4.19084
222,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.1163299999999996,3.1163299999999996
223,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.91803,2.91803
224,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85335,3.85335
225,13.12,13.12,13.12,13.12,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.235899999999999,13.235899999999999
226,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.15537,1.15537
227,5.93,5.93,5.93,5.93,5.93,5.93,5.93,5.93,5.93,5.93,5.93,5.9269799999999995,5.9269799999999995
228,8.29,8.29,8.29,8.29,8.29,8.29,8.29,8.29,8.29,8.29,8.29,8.29383,8.29383
229,13.46,13.46,13.46,13.46,13.46,13.46,13.46,13.46,13.46,13.46,13.46,13.458699999999999,13.458699999999999
230,2.78,2.78,2.78,2.78,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.01815,2.01815
231,12.22,12.22,12.22,12.22,12.47,12.47,12.47,12.47,12.47,12.47,12.47,12.4956,12.4956
232,4.68,4.68,4.68,4.68,4.69,4.69,4.69,4.69,4.69,4.69,4.69,5.93273,5.93273
233,6.62,6.62,6.62,6.62,6.62,6.62,6.62,6.62,6.62,6.62,6.62,6.62942,6.62942
234,12.94,12.94,12.94,12.94,12.95,12.95,12.95,12.95,12.95,12.95,12.95,12.947000000000001,12.947000000000001
235,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.91553,4.91553
236,7.19,7.19,7.19,7.19,7.19,7.19,7.19,7.19,7.19,7.19,7.19,7.18701,7.18701
237,9.56,9.56,9.56,9.56,9.56,9.56,9.56,9.56,9.56,9.56,9.56,9.57334,9.57334
238,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.49859,5.49859
240,3.92,3.92,3.92,3.92,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.9351499999999997,3.9351499999999997
241,5.69,5.69,5.69,5.69,5.69,5.69,5.69,5.69,5.69,5.69,5.69,5.689629999999999,5.689629999999999
242,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79358,2.79358
243,5.43,5.43,5.43,5.43,5.43,5.43,5.43,5.43,5.43,5.43,5.43,5.4340399999999995,5.4340399999999995
244,6.94,6.94,6.94,6.94,6.94,6.94,6.94,6.94,6.94,6.94,6.94,6.93807,6.93807
